,ISO,Country,Data source,Sector,Gas,Unit,Year,Value,Timestamp
277,TUN,Tunisia,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,4.72,2021-01-01
278,FIN,Finland,Climate Watch,Agriculture,N2O,MtCO₂e,2021,4.7,2021-01-01
279,AUT,Austria,Climate Watch,Agriculture,CH4,MtCO₂e,2021,4.68,2021-01-01
280,YEM,Yemen,Climate Watch,Agriculture,CH4,MtCO₂e,2021,4.67,2021-01-01
281,ERI,Eritrea,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,4.65,2021-01-01
282,HND,Honduras,Climate Watch,Agriculture,CH4,MtCO₂e,2021,4.59,2021-01-01
283,TJK,Tajikistan,Climate Watch,Agriculture,CH4,MtCO₂e,2021,4.57,2021-01-01
284,DNK,Denmark,Climate Watch,Agriculture,N2O,MtCO₂e,2021,4.45,2021-01-01
285,MYS,Malaysia,Climate Watch,Agriculture,CH4,MtCO₂e,2021,4.43,2021-01-01
286,HTI,Haiti,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,4.42,2021-01-01
287,ECU,Ecuador,Climate Watch,Agriculture,N2O,MtCO₂e,2021,4.39,2021-01-01
288,KHM,Cambodia,Climate Watch,Agriculture,N2O,MtCO₂e,2021,4.31,2021-01-01
289,IRQ,Iraq,Climate Watch,Agriculture,CH4,MtCO₂e,2021,4.27,2021-01-01
290,AFG,Afghanistan,Climate Watch,Agriculture,N2O,MtCO₂e,2021,4.25,2021-01-01
291,ZWE,Zimbabwe,Climate Watch,Agriculture,N2O,MtCO₂e,2021,4.25,2021-01-01
292,NAM,Namibia,Climate Watch,Agriculture,N2O,MtCO₂e,2021,4.09,2021-01-01
293,GTM,Guatemala,Climate Watch,Agriculture,N2O,MtCO₂e,2021,4.08,2021-01-01
294,LTU,Lithuania,Climate Watch,Agriculture,N2O,MtCO₂e,2021,4.08,2021-01-01
295,SLE,Sierra Leone,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,4.07,2021-01-01
296,AZE,Azerbaijan,Climate Watch,Agriculture,N2O,MtCO₂e,2021,4.05,2021-01-01
297,SAU,Saudi Arabia,Climate Watch,Agriculture,N2O,MtCO₂e,2021,3.95,2021-01-01
298,MWI,Malawi,Climate Watch,Agriculture,CH4,MtCO₂e,2021,3.94,2021-01-01
299,KGZ,Kyrgyzstan,Climate Watch,Agriculture,CH4,MtCO₂e,2021,3.88,2021-01-01
300,AZE,Azerbaijan,Climate Watch,Agriculture,CH4,MtCO₂e,2021,3.83,2021-01-01
301,CHE,Switzerland,Climate Watch,Agriculture,CH4,MtCO₂e,2021,3.8,2021-01-01
302,IRQ,Iraq,Climate Watch,Agriculture,N2O,MtCO₂e,2021,3.77,2021-01-01
303,BGR,Bulgaria,Climate Watch,Agriculture,N2O,MtCO₂e,2021,3.76,2021-01-01
304,CRI,Costa Rica,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,3.74,2021-01-01
305,GRC,Greece,Climate Watch,Agriculture,CH4,MtCO₂e,2021,3.66,2021-01-01
306,RWA,Rwanda,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,3.62,2021-01-01
307,PAN,Panama,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,3.56,2021-01-01
308,PRK,North Korea,Climate Watch,Agriculture,CH4,MtCO₂e,2021,3.55,2021-01-01
309,CZE,Czech Republic,Climate Watch,Agriculture,N2O,MtCO₂e,2021,3.47,2021-01-01
310,SYR,Syria,Climate Watch,Agriculture,CH4,MtCO₂e,2021,3.44,2021-01-01
311,NIC,Nicaragua,Climate Watch,Agriculture,N2O,MtCO₂e,2021,3.42,2021-01-01
312,CIV,Côte d'Ivoire,Climate Watch,Agriculture,CH4,MtCO₂e,2021,3.39,2021-01-01
313,SAU,Saudi Arabia,Climate Watch,Agriculture,CH4,MtCO₂e,2021,3.38,2021-01-01
314,GRC,Greece,Climate Watch,Agriculture,N2O,MtCO₂e,2021,3.35,2021-01-01
315,YEM,Yemen,Climate Watch,Agriculture,N2O,MtCO₂e,2021,3.23,2021-01-01
316,BEN,Benin,Climate Watch,Agriculture,CH4,MtCO₂e,2021,3.21,2021-01-01
317,MRT,Mauritania,Climate Watch,Agriculture,N2O,MtCO₂e,2021,3.21,2021-01-01
318,BEL,Belgium,Climate Watch,Agriculture,N2O,MtCO₂e,2021,3.2,2021-01-01
319,SRB,Serbia,Climate Watch,Agriculture,CH4,MtCO₂e,2021,3.19,2021-01-01
320,SWE,Sweden,Climate Watch,Agriculture,CH4,MtCO₂e,2021,3.19,2021-01-01
321,DOM,Dominican Republic,Climate Watch,Agriculture,N2O,MtCO₂e,2021,3.13,2021-01-01
322,LVA,Latvia,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,3.12,2021-01-01
323,TGO,Togo,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,3.12,2021-01-01
324,CIV,Côte d'Ivoire,Climate Watch,Agriculture,N2O,MtCO₂e,2021,3.06,2021-01-01
325,HTI,Haiti,Climate Watch,Agriculture,CH4,MtCO₂e,2021,3.06,2021-01-01
326,ERI,Eritrea,Climate Watch,Agriculture,CH4,MtCO₂e,2021,3.02,2021-01-01
327,LAO,Laos,Climate Watch,Agriculture,N2O,MtCO₂e,2021,2.99,2021-01-01
328,CUB,Cuba,Climate Watch,Agriculture,N2O,MtCO₂e,2021,2.93,2021-01-01
329,CZE,Czech Republic,Climate Watch,Agriculture,CH4,MtCO₂e,2021,2.91,2021-01-01
330,LBY,Libya,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,2.91,2021-01-01
331,SLE,Sierra Leone,Climate Watch,Agriculture,CH4,MtCO₂e,2021,2.86,2021-01-01
332,BDI,Burundi,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,2.84,2021-01-01
333,NOR,Norway,Climate Watch,Agriculture,N2O,MtCO₂e,2021,2.81,2021-01-01
334,BEN,Benin,Climate Watch,Agriculture,N2O,MtCO₂e,2021,2.67,2021-01-01
335,COG,Republic of Congo,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,2.62,2021-01-01
336,HRV,Croatia,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,2.62,2021-01-01
337,TUN,Tunisia,Climate Watch,Agriculture,N2O,MtCO₂e,2021,2.62,2021-01-01
338,HUN,Hungary,Climate Watch,Agriculture,CH4,MtCO₂e,2021,2.57,2021-01-01
339,PNG,Papua New Guinea,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,2.57,2021-01-01
340,AUT,Austria,Climate Watch,Agriculture,N2O,MtCO₂e,2021,2.54,2021-01-01
341,SYR,Syria,Climate Watch,Agriculture,N2O,MtCO₂e,2021,2.54,2021-01-01
342,NOR,Norway,Climate Watch,Agriculture,CH4,MtCO₂e,2021,2.49,2021-01-01
343,HND,Honduras,Climate Watch,Agriculture,N2O,MtCO₂e,2021,2.45,2021-01-01
344,SVK,Slovakia,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,2.43,2021-01-01
345,SRB,Serbia,Climate Watch,Agriculture,N2O,MtCO₂e,2021,2.38,2021-01-01
346,TJK,Tajikistan,Climate Watch,Agriculture,N2O,MtCO₂e,2021,2.37,2021-01-01
347,PAN,Panama,Climate Watch,Agriculture,CH4,MtCO₂e,2021,2.34,2021-01-01
348,CRI,Costa Rica,Climate Watch,Agriculture,CH4,MtCO₂e,2021,2.33,2021-01-01
349,EST,Estonia,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,2.31,2021-01-01
350,ALB,Albania,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,2.29,2021-01-01
351,SLV,El Salvador,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,2.2,2021-01-01
352,PRT,Portugal,Climate Watch,Agriculture,N2O,MtCO₂e,2021,2.19,2021-01-01
353,LVA,Latvia,Climate Watch,Agriculture,N2O,MtCO₂e,2021,2.14,2021-01-01
354,ARE,United Arab Emirates,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,2.11,2021-01-01
355,TUN,Tunisia,Climate Watch,Agriculture,CH4,MtCO₂e,2021,2.1,2021-01-01
356,FIN,Finland,Climate Watch,Agriculture,CH4,MtCO₂e,2021,2.08,2021-01-01
357,BIH,Bosnia and Herzegovina,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,2.0,2021-01-01
358,RWA,Rwanda,Climate Watch,Agriculture,CH4,MtCO₂e,2021,1.94,2021-01-01
359,GEO,Georgia,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,1.9,2021-01-01
360,GNB,Guinea-Bissau,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,1.87,2021-01-01
361,BGR,Bulgaria,Climate Watch,Agriculture,CH4,MtCO₂e,2021,1.86,2021-01-01
362,OMN,Oman,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,1.86,2021-01-01
363,KGZ,Kyrgyzstan,Climate Watch,Agriculture,N2O,MtCO₂e,2021,1.85,2021-01-01
364,ARM,Armenia,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,1.74,2021-01-01
365,GUY,Guyana,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,1.72,2021-01-01
366,RWA,Rwanda,Climate Watch,Agriculture,N2O,MtCO₂e,2021,1.68,2021-01-01
367,CHE,Switzerland,Climate Watch,Agriculture,N2O,MtCO₂e,2021,1.67,2021-01-01
368,EST,Estonia,Climate Watch,Agriculture,N2O,MtCO₂e,2021,1.67,2021-01-01
369,ERI,Eritrea,Climate Watch,Agriculture,N2O,MtCO₂e,2021,1.63,2021-01-01
370,SVN,Slovenia,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,1.63,2021-01-01
371,LBY,Libya,Climate Watch,Agriculture,CH4,MtCO₂e,2021,1.62,2021-01-01
372,LKA,Sri Lanka,Climate Watch,Agriculture,N2O,MtCO₂e,2021,1.62,2021-01-01
373,LTU,Lithuania,Climate Watch,Agriculture,CH4,MtCO₂e,2021,1.61,2021-01-01
374,ALB,Albania,Climate Watch,Agriculture,CH4,MtCO₂e,2021,1.6,2021-01-01
375,PNG,Papua New Guinea,Climate Watch,Agriculture,N2O,MtCO₂e,2021,1.59,2021-01-01
376,ISR,Israel,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,1.57,2021-01-01
377,TGO,Togo,Climate Watch,Agriculture,N2O,MtCO₂e,2021,1.57,2021-01-01
378,TGO,Togo,Climate Watch,Agriculture,CH4,MtCO₂e,2021,1.56,2021-01-01
379,MDA,Moldova,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,1.54,2021-01-01
380,BDI,Burundi,Climate Watch,Agriculture,CH4,MtCO₂e,2021,1.48,2021-01-01
381,PRK,North Korea,Climate Watch,Agriculture,N2O,MtCO₂e,2021,1.48,2021-01-01
382,SVK,Slovakia,Climate Watch,Agriculture,N2O,MtCO₂e,2021,1.43,2021-01-01
383,CRI,Costa Rica,Climate Watch,Agriculture,N2O,MtCO₂e,2021,1.4,2021-01-01
384,COG,Republic of Congo,Climate Watch,Agriculture,N2O,MtCO₂e,2021,1.38,2021-01-01
385,BDI,Burundi,Climate Watch,Agriculture,N2O,MtCO₂e,2021,1.36,2021-01-01
386,HTI,Haiti,Climate Watch,Agriculture,N2O,MtCO₂e,2021,1.36,2021-01-01
387,HRV,Croatia,Climate Watch,Agriculture,N2O,MtCO₂e,2021,1.34,2021-01-01
388,ARE,United Arab Emirates,Climate Watch,Agriculture,CH4,MtCO₂e,2021,1.32,2021-01-01
389,HRV,Croatia,Climate Watch,Agriculture,CH4,MtCO₂e,2021,1.29,2021-01-01
390,LBY,Libya,Climate Watch,Agriculture,N2O,MtCO₂e,2021,1.29,2021-01-01
391,SLV,El Salvador,Climate Watch,Agriculture,CH4,MtCO₂e,2021,1.29,2021-01-01
392,JOR,Jordan,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,1.28,2021-01-01
393,COG,Republic of Congo,Climate Watch,Agriculture,CH4,MtCO₂e,2021,1.25,2021-01-01
394,GMB,Gambia,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,1.25,2021-01-01
395,GUY,Guyana,Climate Watch,Agriculture,CH4,MtCO₂e,2021,1.21,2021-01-01
396,PAN,Panama,Climate Watch,Agriculture,N2O,MtCO₂e,2021,1.21,2021-01-01
397,SLE,Sierra Leone,Climate Watch,Agriculture,N2O,MtCO₂e,2021,1.21,2021-01-01
398,BIH,Bosnia and Herzegovina,Climate Watch,Agriculture,CH4,MtCO₂e,2021,1.17,2021-01-01
399,OMN,Oman,Climate Watch,Agriculture,CH4,MtCO₂e,2021,1.15,2021-01-01
400,GNB,Guinea-Bissau,Climate Watch,Agriculture,CH4,MtCO₂e,2021,1.13,2021-01-01
401,GEO,Georgia,Climate Watch,Agriculture,CH4,MtCO₂e,2021,1.11,2021-01-01
402,LSO,Lesotho,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,1.09,2021-01-01
403,ARM,Armenia,Climate Watch,Agriculture,N2O,MtCO₂e,2021,1.06,2021-01-01
404,MKD,Macedonia,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,1.06,2021-01-01
405,SVN,Slovenia,Climate Watch,Agriculture,CH4,MtCO₂e,2021,1.04,2021-01-01
406,SWZ,Eswatini,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,1.03,2021-01-01
407,SVK,Slovakia,Climate Watch,Agriculture,CH4,MtCO₂e,2021,1.01,2021-01-01
408,MDA,Moldova,Climate Watch,Agriculture,N2O,MtCO₂e,2021,1.0,2021-01-01
409,PNG,Papua New Guinea,Climate Watch,Agriculture,CH4,MtCO₂e,2021,0.99,2021-01-01
410,LVA,Latvia,Climate Watch,Agriculture,CH4,MtCO₂e,2021,0.98,2021-01-01
411,ISR,Israel,Climate Watch,Agriculture,N2O,MtCO₂e,2021,0.97,2021-01-01
412,TLS,Timor-Leste,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,0.94,2021-01-01
413,GMB,Gambia,Climate Watch,Agriculture,CH4,MtCO₂e,2021,0.92,2021-01-01
414,SLV,El Salvador,Climate Watch,Agriculture,N2O,MtCO₂e,2021,0.91,2021-01-01
415,BIH,Bosnia and Herzegovina,Climate Watch,Agriculture,N2O,MtCO₂e,2021,0.83,2021-01-01
416,ARE,United Arab Emirates,Climate Watch,Agriculture,N2O,MtCO₂e,2021,0.8,2021-01-01
417,GEO,Georgia,Climate Watch,Agriculture,N2O,MtCO₂e,2021,0.79,2021-01-01
418,GNB,Guinea-Bissau,Climate Watch,Agriculture,N2O,MtCO₂e,2021,0.74,2021-01-01
419,LBN,Lebanon,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,0.74,2021-01-01
420,DJI,Djibouti,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,0.72,2021-01-01
421,OMN,Oman,Climate Watch,Agriculture,N2O,MtCO₂e,2021,0.71,2021-01-01
422,MKD,Macedonia,Climate Watch,Agriculture,CH4,MtCO₂e,2021,0.69,2021-01-01
423,TLS,Timor-Leste,Climate Watch,Agriculture,CH4,MtCO₂e,2021,0.69,2021-01-01
424,ALB,Albania,Climate Watch,Agriculture,N2O,MtCO₂e,2021,0.68,2021-01-01
425,ARM,Armenia,Climate Watch,Agriculture,CH4,MtCO₂e,2021,0.68,2021-01-01
426,JOR,Jordan,Climate Watch,Agriculture,N2O,MtCO₂e,2021,0.67,2021-01-01
427,LSO,Lesotho,Climate Watch,Agriculture,CH4,MtCO₂e,2021,0.65,2021-01-01
428,EST,Estonia,Climate Watch,Agriculture,CH4,MtCO₂e,2021,0.63,2021-01-01
429,ISL,Iceland,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,0.63,2021-01-01
430,LUX,Luxembourg,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,0.63,2021-01-01
431,JOR,Jordan,Climate Watch,Agriculture,CH4,MtCO₂e,2021,0.62,2021-01-01
432,SUR,Suriname,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,0.62,2021-01-01
433,ISR,Israel,Climate Watch,Agriculture,CH4,MtCO₂e,2021,0.61,2021-01-01
434,SWZ,Eswatini,Climate Watch,Agriculture,CH4,MtCO₂e,2021,0.61,2021-01-01
435,JAM,Jamaica,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,0.6,2021-01-01
436,SVN,Slovenia,Climate Watch,Agriculture,N2O,MtCO₂e,2021,0.59,2021-01-01
437,KWT,Kuwait,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,0.57,2021-01-01
438,QAT,Qatar,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,0.56,2021-01-01
439,MDA,Moldova,Climate Watch,Agriculture,CH4,MtCO₂e,2021,0.55,2021-01-01
440,BTN,Bhutan,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,0.51,2021-01-01
441,GUY,Guyana,Climate Watch,Agriculture,N2O,MtCO₂e,2021,0.51,2021-01-01
442,LBN,Lebanon,Climate Watch,Agriculture,N2O,MtCO₂e,2021,0.49,2021-01-01
443,DJI,Djibouti,Climate Watch,Agriculture,CH4,MtCO₂e,2021,0.47,2021-01-01
444,LBR,Liberia,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,0.47,2021-01-01
445,SUR,Suriname,Climate Watch,Agriculture,CH4,MtCO₂e,2021,0.46,2021-01-01
446,CYP,Cyprus,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,0.44,2021-01-01
447,GAB,Gabon,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,0.44,2021-01-01
448,LSO,Lesotho,Climate Watch,Agriculture,N2O,MtCO₂e,2021,0.44,2021-01-01
449,BTN,Bhutan,Climate Watch,Agriculture,CH4,MtCO₂e,2021,0.42,2021-01-01
450,FJI,Fiji,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,0.42,2021-01-01
451,LUX,Luxembourg,Climate Watch,Agriculture,CH4,MtCO₂e,2021,0.42,2021-01-01
452,SWZ,Eswatini,Climate Watch,Agriculture,N2O,MtCO₂e,2021,0.42,2021-01-01
453,MKD,Macedonia,Climate Watch,Agriculture,N2O,MtCO₂e,2021,0.37,2021-01-01
454,MNE,Montenegro,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,0.37,2021-01-01
455,QAT,Qatar,Climate Watch,Agriculture,CH4,MtCO₂e,2021,0.37,2021-01-01
456,BLZ,Belize,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,0.36,2021-01-01
457,KWT,Kuwait,Climate Watch,Agriculture,N2O,MtCO₂e,2021,0.36,2021-01-01
458,ISL,Iceland,Climate Watch,Agriculture,N2O,MtCO₂e,2021,0.34,2021-01-01
459,GMB,Gambia,Climate Watch,Agriculture,N2O,MtCO₂e,2021,0.33,2021-01-01
460,JAM,Jamaica,Climate Watch,Agriculture,CH4,MtCO₂e,2021,0.33,2021-01-01
461,TTO,Trinidad and Tobago,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,0.3,2021-01-01
462,ISL,Iceland,Climate Watch,Agriculture,CH4,MtCO₂e,2021,0.29,2021-01-01
463,VUT,Vanuatu,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,0.29,2021-01-01
464,COM,Comoros,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,0.28,2021-01-01
465,FJI,Fiji,Climate Watch,Agriculture,CH4,MtCO₂e,2021,0.28,2021-01-01
466,MNE,Montenegro,Climate Watch,Agriculture,CH4,MtCO₂e,2021,0.27,2021-01-01
467,GAB,Gabon,Climate Watch,Agriculture,N2O,MtCO₂e,2021,0.26,2021-01-01
468,JAM,Jamaica,Climate Watch,Agriculture,N2O,MtCO₂e,2021,0.26,2021-01-01
469,DJI,Djibouti,Climate Watch,Agriculture,N2O,MtCO₂e,2021,0.25,2021-01-01
470,LBR,Liberia,Climate Watch,Agriculture,N2O,MtCO₂e,2021,0.25,2021-01-01
471,CYP,Cyprus,Climate Watch,Agriculture,N2O,MtCO₂e,2021,0.24,2021-01-01
472,LBN,Lebanon,Climate Watch,Agriculture,CH4,MtCO₂e,2021,0.24,2021-01-01
473,TLS,Timor-Leste,Climate Watch,Agriculture,N2O,MtCO₂e,2021,0.24,2021-01-01
474,COM,Comoros,Climate Watch,Agriculture,CH4,MtCO₂e,2021,0.23,2021-01-01
475,LBR,Liberia,Climate Watch,Agriculture,CH4,MtCO₂e,2021,0.23,2021-01-01
476,LUX,Luxembourg,Climate Watch,Agriculture,N2O,MtCO₂e,2021,0.21,2021-01-01
477,TTO,Trinidad and Tobago,Climate Watch,Agriculture,N2O,MtCO₂e,2021,0.21,2021-01-01
478,VUT,Vanuatu,Climate Watch,Agriculture,CH4,MtCO₂e,2021,0.21,2021-01-01
479,CYP,Cyprus,Climate Watch,Agriculture,CH4,MtCO₂e,2021,0.2,2021-01-01
480,KWT,Kuwait,Climate Watch,Agriculture,CH4,MtCO₂e,2021,0.2,2021-01-01
481,QAT,Qatar,Climate Watch,Agriculture,N2O,MtCO₂e,2021,0.2,2021-01-01
482,BLZ,Belize,Climate Watch,Agriculture,N2O,MtCO₂e,2021,0.19,2021-01-01
483,GAB,Gabon,Climate Watch,Agriculture,CH4,MtCO₂e,2021,0.18,2021-01-01
484,BLZ,Belize,Climate Watch,Agriculture,CH4,MtCO₂e,2021,0.17,2021-01-01
485,WSM,Samoa,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,0.17,2021-01-01
486,SUR,Suriname,Climate Watch,Agriculture,N2O,MtCO₂e,2021,0.16,2021-01-01
487,FJI,Fiji,Climate Watch,Agriculture,N2O,MtCO₂e,2021,0.14,2021-01-01
488,MUS,Mauritius,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,0.14,2021-01-01
489,BRN,Brunei,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,0.12,2021-01-01
490,MUS,Mauritius,Climate Watch,Agriculture,N2O,MtCO₂e,2021,0.12,2021-01-01
491,WSM,Samoa,Climate Watch,Agriculture,CH4,MtCO₂e,2021,0.12,2021-01-01
492,CPV,Cape Verde,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,0.11,2021-01-01
493,MNE,Montenegro,Climate Watch,Agriculture,N2O,MtCO₂e,2021,0.11,2021-01-01
494,BRN,Brunei,Climate Watch,Agriculture,N2O,MtCO₂e,2021,0.1,2021-01-01
495,BTN,Bhutan,Climate Watch,Agriculture,N2O,MtCO₂e,2021,0.1,2021-01-01
496,TTO,Trinidad and Tobago,Climate Watch,Agriculture,CH4,MtCO₂e,2021,0.09,2021-01-01
497,MLT,Malta,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,0.08,2021-01-01
498,TON,Tonga,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,0.08,2021-01-01
499,VUT,Vanuatu,Climate Watch,Agriculture,N2O,MtCO₂e,2021,0.08,2021-01-01
500,FSM,Micronesia,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,0.07,2021-01-01
501,SLB,Solomon Islands,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,0.07,2021-01-01
502,BRB,Barbados,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,0.06,2021-01-01
503,CPV,Cape Verde,Climate Watch,Agriculture,CH4,MtCO₂e,2021,0.06,2021-01-01
504,CPV,Cape Verde,Climate Watch,Agriculture,N2O,MtCO₂e,2021,0.06,2021-01-01
505,MLT,Malta,Climate Watch,Agriculture,CH4,MtCO₂e,2021,0.06,2021-01-01
506,SLB,Solomon Islands,Climate Watch,Agriculture,CH4,MtCO₂e,2021,0.06,2021-01-01
507,TON,Tonga,Climate Watch,Agriculture,CH4,MtCO₂e,2021,0.06,2021-01-01
508,COM,Comoros,Climate Watch,Agriculture,N2O,MtCO₂e,2021,0.05,2021-01-01
509,FSM,Micronesia,Climate Watch,Agriculture,CH4,MtCO₂e,2021,0.05,2021-01-01
510,BHR,Bahrain,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,0.04,2021-01-01
511,DMA,Dominica,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,0.04,2021-01-01
512,WSM,Samoa,Climate Watch,Agriculture,N2O,MtCO₂e,2021,0.04,2021-01-01
513,BHS,Bahamas,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,0.03,2021-01-01
514,BRB,Barbados,Climate Watch,Agriculture,CH4,MtCO₂e,2021,0.03,2021-01-01
515,BRB,Barbados,Climate Watch,Agriculture,N2O,MtCO₂e,2021,0.03,2021-01-01
516,DMA,Dominica,Climate Watch,Agriculture,CH4,MtCO₂e,2021,0.03,2021-01-01
517,GNQ,Equatorial Guinea,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,0.03,2021-01-01
518,LCA,Saint Lucia,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,0.03,2021-01-01
519,ATG,Antigua and Barbuda,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,0.02,2021-01-01
520,BHR,Bahrain,Climate Watch,Agriculture,CH4,MtCO₂e,2021,0.02,2021-01-01
521,BHR,Bahrain,Climate Watch,Agriculture,N2O,MtCO₂e,2021,0.02,2021-01-01
522,BHS,Bahamas,Climate Watch,Agriculture,N2O,MtCO₂e,2021,0.02,2021-01-01
523,BRN,Brunei,Climate Watch,Agriculture,CH4,MtCO₂e,2021,0.02,2021-01-01
524,FSM,Micronesia,Climate Watch,Agriculture,N2O,MtCO₂e,2021,0.02,2021-01-01
525,GRD,Grenada,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,0.02,2021-01-01
526,LCA,Saint Lucia,Climate Watch,Agriculture,CH4,MtCO₂e,2021,0.02,2021-01-01
527,MLT,Malta,Climate Watch,Agriculture,N2O,MtCO₂e,2021,0.02,2021-01-01
528,MUS,Mauritius,Climate Watch,Agriculture,CH4,MtCO₂e,2021,0.02,2021-01-01
529,SGP,Singapore,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,0.02,2021-01-01
530,SGP,Singapore,Climate Watch,Agriculture,N2O,MtCO₂e,2021,0.02,2021-01-01
531,SLB,Solomon Islands,Climate Watch,Agriculture,N2O,MtCO₂e,2021,0.02,2021-01-01
532,STP,Sao Tome and Principe,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,0.02,2021-01-01
533,TON,Tonga,Climate Watch,Agriculture,N2O,MtCO₂e,2021,0.02,2021-01-01
534,ATG,Antigua and Barbuda,Climate Watch,Agriculture,CH4,MtCO₂e,2021,0.01,2021-01-01
535,ATG,Antigua and Barbuda,Climate Watch,Agriculture,N2O,MtCO₂e,2021,0.01,2021-01-01
536,BHS,Bahamas,Climate Watch,Agriculture,CH4,MtCO₂e,2021,0.01,2021-01-01
537,COK,Cook Islands,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,0.01,2021-01-01
538,COK,Cook Islands,Climate Watch,Agriculture,CH4,MtCO₂e,2021,0.01,2021-01-01
539,DMA,Dominica,Climate Watch,Agriculture,N2O,MtCO₂e,2021,0.01,2021-01-01
540,GNQ,Equatorial Guinea,Climate Watch,Agriculture,CH4,MtCO₂e,2021,0.01,2021-01-01
541,GNQ,Equatorial Guinea,Climate Watch,Agriculture,N2O,MtCO₂e,2021,0.01,2021-01-01
542,GRD,Grenada,Climate Watch,Agriculture,CH4,MtCO₂e,2021,0.01,2021-01-01
543,GRD,Grenada,Climate Watch,Agriculture,N2O,MtCO₂e,2021,0.01,2021-01-01
544,KIR,Kiribati,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,0.01,2021-01-01
545,KIR,Kiribati,Climate Watch,Agriculture,CH4,MtCO₂e,2021,0.01,2021-01-01
546,KNA,Saint Kitts and Nevis,Climate Watch,Agriculture,All GHG,MtCO₂e,2021,0.01,2021-01-01
547,KNA,Saint Kitts and Nevis,Climate Watch,Agriculture,CH4,MtCO₂e,2021,0.01,2021-01-01
